StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7,Q8,Q9,Q10_1,Q11_1,Q11_2,Q12,Q13,Q14 - version 1,Q14 - version 2,Q15 - Group 1,Q15 - Group 2,Q15 - Group 3,Q15 - Group 4,Q15 - Group 5,Q15 - Group 6,Q15 - Group 7,Q15 - Group 8,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q20,Q21,Q22,SC0,opp,isNew,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,tg,age,LS,ClientDuration,gender,university_education,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
2024-02-26T23:42:16Z,2024-02-26T23:47:57Z,IP Address,100,340,True,2024-02-26T23:47:58Z,R_6ShtdhGOQ7ciUKJ,anonymous,EN,1,NA,0,0,NA,0,0,1.1220000000000001,0,Подтверждаю,27,Курганская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Затрудняюсь ответить,Затрудняюсь ответить,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","В чем-то согласны, в чем-то нет",Затрудняюсь ответить,Затрудняюсь ответить,Не слежу,Социальные сети и мессенджеры,1,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,3,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,467,Qual5353-8-11-Rissianx2panel,NA,340,NA,NA,F,5gGVemGN0JrMpKNTSylpTz,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,340,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:40:04Z,2024-02-26T23:48:06Z,IP Address,100,480,True,2024-02-26T23:48:07Z,R_616ZVaU42p0zc8p,anonymous,EN,1,NA,0,0,NA,0,0,1.093,0,Подтверждаю,51,Ивановская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (магистратура),Затрудняюсь ответить,"Отчасти доверяют, отчасти не доверяют",Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Иногда,Телевидение,NA,0,NA,NA,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ","Cкорее, одобряю",5,частично применимо,частично применимо,Затрудняюсь ответить,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Затрудняюсь ответить,629,Qual5353-8-11-Rissianx2panel,NA,480,NA,NA,F,1DfzRBS7rboWatO2PXPg2l,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,480,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T23:37:25Z,2024-02-26T23:48:19Z,IP Address,100,652,True,2024-02-26T23:48:19Z,R_6F2HuPdqZf4HQlP,anonymous,EN,1,NA,0,0,NA,0,0,1.083,0,Подтверждаю,21,Санкт-Петербург,Санкт-Петербург,Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Телевидение,2,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,"Cкорее, не одобряю  ",8,скорее неприменимо,Полностью применимо,Затрудняюсь ответить,скорее неприменимо,частично применимо,Да,Нет,Да,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",115,Qual5353-8-11-Rissianx2panel,NA,652,NA,NA,F,41lmk7qx8r9Gbn7jWYfVfD,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,652,Woman,BA+,18-24,12086.423076923076,52,0.03190184049079755,February Survey,628494,0.005260838328157085,Census 2020,0.16490704759415478
2024-02-26T23:45:13Z,2024-02-26T23:49:18Z,IP Address,100,244,True,2024-02-26T23:49:18Z,R_7eVSRoeb7tCiTOO,anonymous,EN,1,NA,0,0,NA,0,0,1.7290000000000001,0,Подтверждаю,54,Челябинская область,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Социальные сети и мессенджеры,NA,2,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",0 (совершенно не оправданно),абсолютно не применимо,Полностью применимо,абсолютно не применимо,Полностью применимо,Полностью применимо,Нет,Да,Нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Затрудняюсь ответить,222,Qual5353-8-11-Rissianx2panel,NA,244,NA,NA,F,043f1xT4gu3IFXAPw1O9S4,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,244,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T23:42:23Z,2024-02-26T23:49:20Z,IP Address,100,416,True,2024-02-26T23:49:21Z,R_7ukoiCaOTW7JoLT,anonymous,EN,1,NA,0,0,NA,0,0,1.7270000000000001,0,Подтверждаю,48,Кемеровская область,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,2,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,"Cкорее, одобряю",10 (полностью оправданно),абсолютно не применимо,Полностью применимо,абсолютно не применимо,частично применимо,частично применимо,Скорее нет,Скорее да,Скорее нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",84,Qual5353-8-11-Rissianx2panel,NA,416,NA,NA,F,594bNyrtQ2aA6ktdvzx3E0,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,416,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T23:36:53Z,2024-02-26T23:49:25Z,IP Address,100,751,True,2024-02-26T23:49:26Z,R_7raS9tbvrfc1pND,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.008,0,Подтверждаю,33,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Скорее не доверяют,Скорее не доверяют,Не одобряю,Не стал бы участвовать в выборах,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,0,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",NA,NA,"Определенно, одобряю  ",Затрудняюсь ответить   ,скорее неприменимо,частично применимо,абсолютно не применимо,частично применимо,Затрудняюсь ответить,Нет,Да,Скорее нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",Затрудняюсь ответить,188,Qual5353-8-11-Rissianx2panel,NA,751,NA,NA,F,7fk4DK6zNUOjizaZLg7hTm,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,751,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:42:32Z,2024-02-26T23:49:32Z,IP Address,100,419,True,2024-02-26T23:49:32Z,R_2U6g9KssPriZGFq,anonymous,EN,1,NA,0,0,NA,0,0,1.359,0,Подтверждаю,48,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Иногда,Узнаю новости от родственников и знакомых,NA,0,NA,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,"Cкорее, не одобряю  ",Затрудняюсь ответить   ,частично применимо,Полностью применимо,скорее неприменимо,частично применимо,Затрудняюсь ответить,Скорее да,Скорее да,Скорее да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",184,Qual5353-8-11-Rissianx2panel,NA,419,NA,NA,F,2fBb640zbr3Ew8WZxcUfbG,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,419,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T23:41:03Z,2024-02-26T23:50:52Z,IP Address,100,589,True,2024-02-26T23:50:54Z,R_622tTAS7J9L0MlZ,anonymous,EN,1,NA,0,0,NA,0,0,1.306,0,Подтверждаю,33,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),"Отчасти доверяют, отчасти не доверяют",Совсем не доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Очень редко,Телевидение,NA,4,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,"Cкорее, не одобряю  ",5,скорее неприменимо,абсолютно не применимо,Полностью применимо,абсолютно не применимо,Затрудняюсь ответить,Нет,Скорее нет,Да,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало значительно лучше, чем раньше",Затрудняюсь ответить,183,Qual5353-8-11-Rissianx2panel,NA,589,NA,NA,F,3wCOuZTZhwYfVaOmJGOdpn,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,589,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:45:05Z,2024-02-26T23:51:54Z,IP Address,100,408,True,2024-02-26T23:51:55Z,R_23TDyq7NjaTNQZJ,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.069,0,Подтверждаю,33,Псковская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Отказ от ответа,Отказ от ответа,Отказ от ответа,Не стал бы участвовать в выборах,"Подчиняться закону во всех случаях, без исключений","В чем-то согласны, в чем-то нет",Затрудняюсь ответить,Затрудняюсь ответить,Иногда,Интернет-ресурсы,1,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Полностью применимо,абсолютно не применимо,скорее неприменимо,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",579,Qual5353-8-11-Rissianx2panel,NA,408,NA,NA,F,7yVkCGYVRgzhFV3jkRQS70,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,408,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:48:16Z,2024-02-26T23:52:21Z,IP Address,100,246,True,2024-02-26T23:52:23Z,R_2fqDNjvVe6FHfrz,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.1140000000000001,0,Подтверждаю,28,Архангельская область,В городе 500 тыс.-1 млн. жителей,Женский,"Научная степень (кандидат, доктор наук)",Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,Не стал бы участвовать в выборах,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Отказ от ответа,Социальные сети и мессенджеры,NA,0,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Затрудняюсь ответить,911,Qual5353-8-11-Rissianx2panel,NA,246,NA,NA,F,2vIHTyycvEOcy2kJFYK6wE,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,246,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:45:42Z,2024-02-26T23:53:36Z,IP Address,100,475,True,2024-02-26T23:53:37Z,R_8jZDUw72owrgnbH,anonymous,EN,1,NA,0,0,NA,0,0,1.21,0,Подтверждаю,32,Ивановская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,NA,1,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ","Cкорее, одобряю",8,частично применимо,скорее неприменимо,частично применимо,скорее неприменимо,Затрудняюсь ответить,Нет,Скорее нет,Скорее да,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало значительно лучше, чем раньше",Затрудняюсь ответить,172,Qual5353-8-11-Rissianx2panel,NA,475,NA,NA,F,04w1NtH6I3HL02iBGmVLcE,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,475,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:46:39Z,2024-02-26T23:54:08Z,IP Address,100,448,True,2024-02-26T23:54:08Z,R_5putBAQP1IYmSDO,anonymous,EN,1,NA,0,0,NA,0,0,1.0089999999999999,0,Подтверждаю,23,Волгоградская область,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Иногда,Телевидение,2,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,Затрудняюсь ответить   ,5,Затрудняюсь ответить,скорее неприменимо,Затрудняюсь ответить,скорее неприменимо,частично применимо,Затрудняюсь ответить,Да,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",162,Qual5353-8-11-Rissianx2panel,NA,448,NA,NA,F,2n4zyhIE9jBTf5FlazEDFA,5,.75,1,NA,20962598,1663,NA,anonymous,NA,18-24,NA,448,Woman,BA+,18-24,12086.423076923076,52,0.03190184049079755,February Survey,628494,0.005260838328157085,Census 2020,0.16490704759415478
2024-02-26T23:47:35Z,2024-02-26T23:54:10Z,IP Address,100,394,True,2024-02-26T23:54:10Z,R_6BaOnwa39RN7e9r,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.022,0,Подтверждаю,33,Нижегородская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,Высшее образование (бакалавриат / специалитет),Затрудняюсь ответить,"Отчасти доверяют, отчасти не доверяют",Затрудняюсь ответить,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,"Подчиняться закону во всех случаях, без исключений","В чем-то согласны, в чем-то нет",Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,1,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,Затрудняюсь ответить   ,5,скорее неприменимо,абсолютно не применимо,частично применимо,Затрудняюсь ответить,Затрудняюсь ответить,Скорее нет,Затрудняюсь ответить,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало значительно хуже, чем раньше",378,Qual5353-8-11-Rissianx2panel,NA,394,NA,NA,F,14KkbHr4tWsE2o1matVZcu,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,394,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:46:04Z,2024-02-26T23:54:11Z,IP Address,100,485,True,2024-02-26T23:54:11Z,R_7dEDjtbWW9DEcGh,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.3280000000000001,0,Подтверждаю,48,Ленинградская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,Затрудняюсь ответить,Затрудняюсь ответить,Постоянно,Телевидение,1,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,NA,NA,Затрудняюсь ответить   ,10 (полностью оправданно),абсолютно не применимо,абсолютно не применимо,абсолютно не применимо,абсолютно не применимо,абсолютно не применимо,Скорее нет,Нет,Да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",277,Qual5353-8-11-Rissianx2panel,NA,485,NA,NA,F,37HtxOcl8xRRb599zUUR3e,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,485,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T23:49:23Z,2024-02-26T23:54:13Z,IP Address,100,288,True,2024-02-26T23:54:13Z,R_2nDCAb3jMcNYaE6,anonymous,EN,1,NA,0,0,NA,0,0,1.3029999999999999,0,Подтверждаю,28,Республика Дагестан,В городе 500 тыс.-1 млн. жителей,Женский,Начальное,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Скорее согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Постоянно,Социальные сети и мессенджеры,NA,4,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю  ",10 (полностью оправданно),Полностью применимо,частично применимо,частично применимо,Полностью применимо,Полностью применимо,Да,Да,Да,Денег хватает только на самое необходимое ,"Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",63,Qual5353-8-11-Rissianx2panel,NA,288,NA,NA,F,4KkNP0rKnjv1WE1U2oBKvw,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,288,Woman,BA-,25-34,59556.027777777774,108,0.06625766871165645,February Survey,6432051,0.053839782765565156,Census 2020,0.8125819065543629
2024-02-26T23:50:04Z,2024-02-26T23:54:25Z,IP Address,100,259,True,2024-02-26T23:54:25Z,R_3YwQWRDKvT5VQ9I,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.109,0,Подтверждаю,31,Чувашская Республика - Чувашия,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Не одобряю,Не стал бы участвовать в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно не согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Телевидение,1,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",10 (полностью оправданно),скорее неприменимо,скорее неприменимо,Полностью применимо,частично применимо,частично применимо,Скорее да,Скорее да,Нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало значительно хуже, чем раньше",128,Qual5353-8-11-Rissianx2panel,NA,259,NA,NA,F,1dkrpRX4y1PE58vzF0cL3Q,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,259,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:50:47Z,2024-02-26T23:54:41Z,IP Address,100,234,True,2024-02-26T23:54:42Z,R_2I5fAV0IX0q2Ial,anonymous,EN,1,NA,0,0,NA,0,0,1.0840000000000001,0,Подтверждаю,52,Ростовская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,Затрудняюсь ответить,Совершенно согласны,Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,1,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,скорее неприменимо,Полностью применимо,скорее неприменимо,Затрудняюсь ответить,Затрудняюсь ответить,Нет,Скорее да,Скорее нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше",Затрудняюсь ответить,388,Qual5353-8-11-Rissianx2panel,NA,234,NA,NA,F,4QioPbFz3PdFEH5vazKGbc,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,234,Woman,BA+,45-54,26405.899082568805,109,0.06687116564417178,February Survey,2878243,0.02409246721870031,Census 2020,0.36028184923377526
2024-02-26T23:51:21Z,2024-02-26T23:54:46Z,IP Address,100,205,True,2024-02-26T23:54:46Z,R_2kHATL79I63SR7T,anonymous,EN,1,NA,0,0,NA,0,0,1.2350000000000001,0,Подтверждаю,29,Псковская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,Затрудняюсь ответить,Скорее согласны,Затрудняюсь ответить,Затрудняюсь ответить,Очень редко,Интернет-ресурсы,NA,4,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,3,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",392,Qual5353-8-11-Rissianx2panel,NA,205,NA,NA,F,29UBZF7t2zc0eHomrAjQSZ,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,205,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-26T23:49:31Z,2024-02-26T23:54:49Z,IP Address,100,318,True,2024-02-26T23:54:50Z,R_1lA0NDMQ74xZgA1,anonymous,EN,1,NA,0,0,NA,0,0,1.024,0,Подтверждаю,49,Самарская область,В городе / поселке / селе 100 тыс. и менее жителей,Женский,"Законченное среднее образование (школа, лицей, гимназия)",Скорее доверяют,Скорее доверяют,Одобряю,Отказ от ответа,Отказ от ответа,Скорее согласны,Отказ от ответа,Отказ от ответа,Отказ от ответа,Телевидение,NA,4,NA,Отказ от ответа,NA,NA,NA,NA,NA,NA,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,866,Qual5353-8-11-Rissianx2panel,NA,318,NA,NA,F,4tU7i6Ph7dZE6duUPGbDDf,5,.75,1,NA,20962598,1663,NA,anonymous,NA,45-54,NA,318,Woman,BA-,45-54,87350.22352941177,85,0.05214723926380368,February Survey,7424769,0.062149375066289494,Census 2020,1.1918056630359044
2024-02-26T23:50:20Z,2024-02-26T23:55:05Z,IP Address,100,285,True,2024-02-26T23:55:06Z,R_36haOae1GML1JMk,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.0069999999999999,0,Подтверждаю,32,Краснодарский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Не слежу,Телевидение,NA,2,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,"Определенно, одобряю  ",8,абсолютно не применимо,скорее неприменимо,абсолютно не применимо,частично применимо,Полностью применимо,Нет,Скорее нет,Нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",88,Qual5353-8-11-Rissianx2panel,NA,285,NA,NA,F,1aaqPvQE6WVXM8O67RMVkF,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,285,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
