StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q12,Q11,Q14,Q13,Q16_1,Q16_2,Q17_1,Q17_2,Q17_3,Q136,DV1 - Group 8,DV1 - Group 7,DV1 - Group 6,DV1 - Group 5,DV1 - Group 4,DV1 - Group 3,DV1 - Group 2,DV1 - Group 1,DV1A,DV1B,DV1C_1,DV1C_2,DV1C_3,DV1C_4,DV1C_5,DV1D_1,DV1D_2,DV1D_3,DV2A,DV3A,DV4A_1,DV4A_2,DV4A_3,DV5A,DV6A,DV7A_1,DV7A_2,DV7A_3,DV2B,DV3B,DV4B_1,DV4B_2,DV4B_3,DV5B,DV6B,DV7B_1,DV7B_2,DV7B_3,DV2C,DV3C,DV4C_1,DV4C_2,DV4C_3,DV5C,DV6C,DV7C_1,DV7C_2,DV7C_3,Q15,Q19,Q20,Q21,SC0,opp,Q_TotalDuration,rid,RISN,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,Country,expected_n,tg,V,Edu,age,LS,ClientDuration,university_education,gender,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
45545.160787037035,45545.16505787037,IP Address,100,369,True,45545.165071249998,R_2G3x8pBnUWX6PGJ,anonymous,EN,1,NA,0,0,NA,0,0,1.113,0,Подтверждаю,55,Кемеровская область,В городе 500 тыс.-1 млн. жителей,Мужской,"Законченное среднее образование (школа, лицей, гимназия)",Нет,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю  ",5,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Частично применимо,Затрудняюсь ответить,Скорее нет,Затрудняюсь ответить,Затрудняюсь ответить,Скорее положительно,Совсем не поддерживаю  (0),Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нейтрально,Совершенно не поддерживаю (0),Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,69,Qual0196-2908Russia,369,NA,NA,4m6APy11pNdpnYNhaSXt0q,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,55,NA,369,BA-,Man,55-64,246497.5333333333,30,0.03253796095444685,September Survey,7394926,0.061899572843472424,Census 2020,1.902380205389386
45545.158692129633,45545.16511574074,IP Address,100,554,True,45545.165132013892,R_2OlcOQXjgdIraiB,anonymous,EN,1,NA,0,0,NA,0,0,1.107,0,Подтверждаю,41,Рязанская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее согласны,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,Затрудняюсь ответить   ,7,Абсолютно не применимо,Полностью применимо,Абсолютно не применимо,Частично применимо,Частично применимо,Затрудняюсь ответить,Скорее нет,Скорее да,Полностью оправдана,Нейтрально,3,3,3,Скорее не оправдана,Нейтрально,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше",Затрудняюсь ответить,185,Qual0196-2908Russia,554,NA,NA,00SYUa17E598rGN5tVgArT,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,41,NA,554,BA+,Woman,35-44,72052.16393442624,61,0.06616052060737528,September Survey,4395182,0.036790075839747256,Census 2020,0.5560729495778192
45545.159317129626,45545.16542824074,IP Address,100,527,True,45545.16544070602,R_8uUmjVkKxd72IBd,anonymous,EN,1,NA,0,0,NA,0,0,1.224,0,Подтверждаю,34,Республика Татарстан (Татарстан),В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,"Многие, но не большинство",Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Затрудняюсь ответить,Скорее соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Cкорее, одобряю",5,Частично применимо,Частично применимо,Абсолютно не применимо,Частично применимо,Частично применимо,Нет,Скорее да,Нет,Скорее оправдана,Нейтрально,Полностью поддерживаю (5),Полностью поддерживаю (5),1,Скорее оправдана,Скорее положительно,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше",Практически ничего не изменилось,108,Qual0196-2908Russia,527,NA,NA,2c4qfPlcNWBkew6WGkxoSI,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,34,NA,527,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
45545.158865740741,45545.165509259263,IP Address,100,574,True,45545.165523553238,R_8DqjLUJeOV4GXYF,anonymous,EN,0.89999997615814209,NA,0,5,NA,0,0,1.087,0,Подтверждаю,39,Москва,Москва,Мужской,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"Многие, но не большинство",Николай Харитонов,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,"В чем-то согласны, в чем-то нет",NA,NA,"Определенно, одобряю",NA,NA,NA,NA,NA,"Определенно, одобряю  ",0 (совершенно не оправданно),Частично применимо,Полностью применимо,Скорее не применимо,Частично применимо,Полностью применимо,Нет,Да,Скорее да,Полностью оправдана,Очень положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю (5),Полностью оправдана,Очень положительно,Совершенно не поддерживаю (0),Совершенно не поддерживаю (0),Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного хуже, чем раньше",Практически ничего не изменилось,92,Qual0196-2908Russia,574,NA,NA,59GbJk3GR4FhK3mREPSW7i,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,39,NA,574,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.026253474498807453,Census 2020,0.33158497928630787
45545.161296296297,45545.165532407409,IP Address,100,365,True,45545.165540462964,R_80u4ddWl3Uw550k,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.01,0,Подтверждаю,24,Амурская область,Затрудняюсь ответить,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Да,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Не участвовал(а) в выборах,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",5,Полностью применимо,Скорее не применимо,Частично применимо,Частично применимо,Частично применимо,Скорее да,Скорее нет,Скорее нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Затрудняюсь ответить,4,4,4,Скорее оправдана,Затрудняюсь ответить,4,4,4,Это вполне вероятно,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,126,Qual0196-2908Russia,365,NA,NA,3nMuLKIwiGMvtFRv8qfXcX,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T3,24,NA,365,BA-,Woman,18-24,43687.84761904762,105,0.113882863340564,September Survey,4587224,0.0383975723539796,Census 2020,0.3371672543844685
45545.161064814813,45545.165648148148,IP Address,100,396,True,45545.165660324077,R_2KPMlnqkCnu8Qal,anonymous,EN,1,NA,0,0,NA,0,0,1.17,0,Подтверждаю,43,Тульская область,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"Многие, но не большинство",Опустил(а) недействительный бюллетень / испортил(а) или унесл(а) бюллетень,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее не соблюдаются,Скорее не соблюдаются,Полностью не соблюдаются,"В чем-то согласны, в чем-то нет",NA,NA,NA,NA,NA,"Cкорее, одобряю",NA,NA,"Cкорее, одобряю",2,Скорее не применимо,Частично применимо,Скорее не применимо,Затрудняюсь ответить,Частично применимо,Скорее нет,Скорее нет,Нет,Скорее оправдана,Очень положительно,2,1,Полностью поддерживаю (5),Скорее оправдана,Очень положительно,1,1,Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",110,Qual0196-2908Russia,396,NA,NA,3BmhDtkx8Vi8UhFTXJE5Sw,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,43,NA,396,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.026253474498807453,Census 2020,0.33158497928630787
45545.16128472222,45545.165671296294,IP Address,100,378,True,45545.165681666665,R_2LLGN9hI96X1HJX,anonymous,EN,1,NA,0,0,NA,0,0,9.0410000000000004,0,Подтверждаю,44,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,7,Частично применимо,Абсолютно не применимо,Частично применимо,Скорее не применимо,Скорее не применимо,Да,Нет,Да,Скорее оправдана,Скорее отрицательно,4,Затрудняюсь ответить,Совсем не поддерживаю  (0),Полностью оправдана,Скорее негативно,3,Затрудняюсь ответить,Совершенно не поддерживаю (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",74,Qual0196-2908Russia,378,NA,NA,2Mab01evC7dJ2PYmJqmiZz,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T1,44,NA,378,BA-,Man,35-44,167498.45283018867,53,0.057483731019522775,September Survey,8877418,0.07430884124505821,Census 2020,1.2926934269423334
45545.161435185182,45545.166203703702,IP Address,100,411,True,45545.1662115625,R_8PuQ0ZwNQ13NCdL,anonymous,EN,1,NA,NA,NA,NA,0,0,1.218,0,Подтверждаю,32,Тверская область,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Cкорее, одобряю",0 (совершенно не оправданно),Скорее не применимо,Полностью применимо,Абсолютно не применимо,Частично применимо,Частично применимо,Нет,Скорее да,Скорее нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Нейтрально,2,Полностью поддерживаю (5),Совсем не поддерживаю  (0),Скорее не оправдана,Нейтрально,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",110,Qual0196-2908Russia,411,NA,NA,2CgNwugRl3CrLLRfRTWkdZ,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,32,NA,411,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
45545.16,45545.167164351849,IP Address,100,618,True,45545.167170601853,R_2S6YSKW0R5Hur7j,anonymous,EN,1,NA,NA,NA,NA,0,0,1.123,0,Подтверждаю,32,Республика Адыгея (Адыгея),В городе 500 тыс.-1 млн. жителей,Женский,Незаконченное высшее (не менее трех курсов вуза),Нет,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Затрудняюсь ответить,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Скорее соблюдаются,Скорее не соблюдаются,Скорее соблюдаются,Скорее согласны,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Полностью применимо,Абсолютно не применимо,Полностью применимо,Абсолютно не применимо,Полностью применимо,Да,Нет,Да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,Скорее отрицательно,2,4,3,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,4,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше",Затрудняюсь ответить,128,Qual0196-2908Russia,618,NA,NA,5dozvDpglohkLwOdRAKZEl,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,32,NA,618,BA-,Woman,25-34,142934.46666666667,45,0.04880694143167028,September Survey,6432051,0.053839782765565156,Census 2020,1.1031173268855794
45545.161527777775,45545.167337962965,IP Address,100,502,True,45545.167351041666,R_8dtz2FET83kgpAi,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,1.1850000000000001,0,Подтверждаю,24,Челябинская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Многие, но не большинство",Не участвовал(а) в выборах,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Скорее не согласны,"Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю  ",7,Скорее не применимо,Частично применимо,Частично применимо,Частично применимо,Частично применимо,Скорее да,Скорее да,Скорее нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Скорее положительно,4,4,4,Скорее оправдана,Нейтрально,4,4,4,Это в какой-то мере вероятно,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало немного лучше, чем раньше",Практически ничего не изменилось,116,Qual0196-2908Russia,502,NA,NA,2floicl6k3rscxBorrFNAf,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T3,24,NA,502,BA+,Woman,18-24,10652.440677966102,59,0.06399132321041215,September Survey,628494,0.005260838328157085,Census 2020,0.08221174472137004
45545.162581018521,45545.167673611111,IP Address,100,440,True,45545.167685590277,R_2qm9IuH2zSRsfhr,anonymous,EN,1,NA,0,0,NA,0,0,1.1930000000000001,0,Подтверждаю,34,Алтайский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),Да,Телевидение,NA,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",8,Частично применимо,Скорее не применимо,Частично применимо,Скорее не применимо,Скорее не применимо,Скорее нет,Скорее нет,Скорее да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее отрицательно,3,4,Совсем не поддерживаю  (0),Скорее не оправдана,Скорее отрицательно,4,Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного хуже, чем раньше",38,Qual0196-2908Russia,440,NA,NA,6ewMexoo0nbyNg23J4dFH0,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T3,34,NA,440,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
45545.160428240742,45545.168391203704,IP Address,100,688,True,45545.168406342593,R_8PIp1y6VqlKw6Ot,anonymous,EN,0.60000002384185791,NA,NA,NA,NA,0,0,1.0389999999999999,0,Подтверждаю,23,Волгоградская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Затрудняюсь ответить,Подавляющее большинство,Не участвовал(а) в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Отказ от ответа,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее не соблюдаются,Полностью соблюдаются,Затрудняюсь ответить,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",4,Частично применимо,Скорее не применимо,Абсолютно не применимо,Скорее не применимо,Скорее не применимо,Скорее нет,Скорее нет,Скорее нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Отказ от ответа,Очень отрицательно,Совсем не поддерживаю  (0),Полностью поддерживаю (5),Совсем не поддерживаю  (0),Затрудняюсь ответить,Нейтрально,Совсем не поддерживаю  (0),4,Совсем не поддерживаю  (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Отказ от ответа,Практически ничего не изменилось,232,Qual0196-2908Russia,688,NA,NA,5YiUsF4YwRwKiFSeSzi8Xk,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,23,NA,688,BA-,Man,18-24,344284.06666666665,15,0.016268980477223426,September Survey,5164261,0.04322768746464856,Census 2020,2.6570618561603987
45545.165509259263,45545.170208333337,IP Address,100,406,True,45545.170225555557,R_8rMmZv0IxnDVJWS,anonymous,EN,1,NA,0,0,NA,0,0,1.1539999999999999,0,Подтверждаю,32,Удмуртская Республика,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Скорее не соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,"Cкорее, не одобряю  ",5,Скорее не применимо,Скорее не применимо,Скорее не применимо,Скорее не применимо,Скорее не применимо,Скорее нет,Скорее нет,Скорее нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью оправдана,Нейтрально,Затрудняюсь ответить,Полностью поддерживаю (5),Затрудняюсь ответить,Полностью оправдана,Нейтрально,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",122,Qual0196-2908Russia,406,NA,NA,2WrovFoeLq6IYNcduyZPFB,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,32,NA,406,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
45545.167858796296,45545.171956018516,IP Address,100,353,True,45545.171965127316,R_2qNUBXzrEdY8c8h,anonymous,EN,0.60000002384185791,NA,0,0,NA,0,0,1.1240000000000001,0,Подтверждаю,26,Москва,Москва,Женский,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Затрудняюсь ответить,Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю  ",0 (совершенно не оправданно),Частично применимо,Затрудняюсь ответить,Скорее не применимо,Затрудняюсь ответить,Частично применимо,Скорее нет,Скорее да,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью не оправдана,Нейтрально,Полностью поддерживаю (5),Полностью поддерживаю (5),Полностью поддерживаю (5),Скорее не оправдана,Нейтрально,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно лучше, чем раньше",Практически ничего не изменилось,80,Qual0196-2908Russia,353,NA,NA,3n5doLsawNg1D0p5MJFrGE,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,26,NA,353,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
45545.167870370373,45545.172152777777,IP Address,100,369,True,45545.172164791664,R_2sAjWXCRoRLC8xL,anonymous,EN,1,NA,0,0,NA,0,0,1.109,0,Подтверждаю,31,Москва,Москва,Женский,Высшее образование (магистратура),Да,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью соблюдаются,Затрудняюсь ответить,Полностью соблюдаются,Скорее согласны,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее отрицательно,Затрудняюсь ответить,Полностью поддерживаю (5),Совсем не поддерживаю  (0),Скорее не оправдана,Скорее отрицательно,Затрудняюсь ответить,Полностью поддерживаю  (5),Совсем не поддерживаю  (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,В настоящее время Вы можете практически ни в чем себе не отказывать,Практически ничего не изменилось,Практически ничего не изменилось,174,Qual0196-2908Russia,369,NA,NA,24s43i1KeJFo27N3aOZYrw,10,.80,1,NA,33897098,1423,NA,anonymous,RU,900,NA,NA,T2,31,NA,369,BA+,Woman,25-34,30949.591666666667,120,0.1301518438177874,September Survey,3713951,0.03108779999442689,Census 2020,0.23885792995717997
