StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q7,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11,Q12,DV1A,DV1B,DV1C,DV1D,DV2,DV3,Q16_1,Q16_2,Q16_3,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q19,Q20_1,Q21,Q22,Q23,SC0,opp,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,age,LS,ClientDuration,gender,age_group,university_education,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
28/03/2024 08:34,28/03/2024 08:41,IP Address,100,403,TRUE,28/03/2024 08:41,R_4r74qny6qyP4Avv,anonymous,EN,1,NA,0,0,NA,0,0,1.029,0,Подтверждаю,62,Белгородская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",81,Нет,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",Скорее контролирует политическую ситуацию,NA,NA,NA,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Совершенно оправданно,Совершенно оправданно,Затрудняюсь ответить,Скорее не оправдано,Скорее не оправдано,Затрудняюсь ответить,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Затрудняюсь ответить,138,Qual0196-1602Russia,403,NA,NA,FALSE,38pPxtgNQMw2tfHCziIzos,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,403,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:36,28/03/2024 08:41,IP Address,100,308,TRUE,28/03/2024 08:41,R_5BxG5ZYbeb7gjlg,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.009,0,Подтверждаю,60,Москва,Москва,Мужской,Высшее образование (бакалавриат / специалитет),87,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее контролирует политическую ситуацию,NA,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,3,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",90,Qual0196-1602Russia,308,NA,NA,FALSE,5hKtvtG9SL6vfuCeS8QZv8,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,308,Man,55-64,BA+,18372.89285714286,84,0.051533742331288344,March Survey,1543323,0.012918457123101218,Census 2020,0.2506795846506546
28/03/2024 08:35,28/03/2024 08:41,IP Address,100,371,TRUE,28/03/2024 08:41,R_2jvQgQ6prJeAofv,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.507,0,Подтверждаю,67,Московская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,Высшее образование (магистратура),87,Нет,Постоянно,Скорее согласны,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Не одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не контролирует политическую ситуацию,NA,NA,NA,"Многие, но не большинство",Скорее не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,5 Голосование влияет на ситуацию в стране,Очень вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",74,Qual0196-1602Russia,371,NA,NA,FALSE,1axlzO9itIs2LR4V3ih5RA,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,371,Man,65+,BA+,13863.25,104,0.0638036809815951,March Survey,1441778,0.012068469966449426,Census 2020,0.1891500581280054
28/03/2024 08:34,28/03/2024 08:41,IP Address,100,422,TRUE,28/03/2024 08:41,R_4jYX9P4hw14UNPZ,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.021,0,Подтверждаю,58,Оренбургская область,В городе 250-500 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",78,Да,Постоянно,Совершенно согласны,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,NA,Полностью контролирует политическую ситуацию,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",83,Qual0196-1602Russia,422,NA,NA,FALSE,4JLi55ND1DBKw90CH7W9Gt,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,422,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:37,28/03/2024 08:41,IP Address,100,275,TRUE,28/03/2024 08:41,R_7MOOrEqJBiwAL5L,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.108,0,Подтверждаю,55,Волгоградская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),87,Да,Постоянно,Совершенно согласны,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",Полностью контролирует политическую ситуацию,NA,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",50,Qual0196-1602Russia,275,NA,NA,FALSE,2ZPHcW0RqCysNRbnp7xMtr,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,275,Man,55-64,BA+,18372.89285714286,84,0.051533742331288344,March Survey,1543323,0.012918457123101218,Census 2020,0.2506795846506546
28/03/2024 08:36,28/03/2024 08:41,IP Address,100,348,TRUE,28/03/2024 08:41,R_2dfQpGlj7S4nYZP,anonymous,EN,1,NA,0,0,NA,0,0,1.128,0,Подтверждаю,55,Пермский край,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",40,Нет,Иногда,Совершенно согласны,NA,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",NA,NA,NA,Затрудняюсь ответить,"Многие, но не большинство",Скорее не контролирует элиты,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,1 Голосование не влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,178,Qual0196-1602Russia,348,NA,NA,FALSE,0nd2mL9vfHRq1d1vKF4bnc,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,348,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:35,28/03/2024 08:43,IP Address,100,433,TRUE,28/03/2024 08:43,R_1fp15i7TyulByxZ,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.182,0,Подтверждаю,60,Ростовская область,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",83,Затрудняюсь ответить,Очень редко,Совершенно согласны,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Затрудняюсь ответить,NA,Скорее контролирует политическую ситуацию,NA,NA,Большинство,Скорее контролирует элиты,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,2,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,185,Qual0196-1602Russia,433,NA,NA,FALSE,19RmfgQAFyk3s3vPdxoNIq,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,433,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:38,28/03/2024 08:43,IP Address,100,281,TRUE,28/03/2024 08:43,R_2FtX9zEJ1JlibGA,anonymous,EN,1,NA,0,0,NA,0,0,1.101,0,Подтверждаю,55,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",88,Да,Иногда,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Скорее контролирует политическую ситуацию,NA,NA,Большинство,Скорее не контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Отказ от ответа,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,3,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,86,Qual0196-1602Russia,281,NA,NA,FALSE,39X9Q3RWBp71bzIVeSkN7N,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,281,Woman,55-64,BA-,129106.54285714286,70,0.04294478527607362,March Survey,9037458,0.07564846352631827,Census 2020,1.7615285078271252
28/03/2024 08:34,28/03/2024 08:43,IP Address,100,509,TRUE,28/03/2024 08:43,R_51vVb3XzamGm4iY,anonymous,EN,1,NA,0,0,NA,0,0,1.464,0,Подтверждаю,61,Москва,Москва,Мужской,"Законченное среднее образование (школа, лицей, гимназия)",79,Нет,Очень редко,"В чем-то согласны, в чем-то нет",NA,NA,NA,Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,Вовсе не контролирует политическую ситуацию,NA,NA,"Многие, но не большинство",Скорее контролирует элиты,Полностью не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Полностью не оправдано,Полностью не оправдано,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,4,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",83,Qual0196-1602Russia,509,NA,NA,FALSE,5IlFt4T6HXoNa51FjcbppN,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,509,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:32,28/03/2024 08:43,IP Address,100,655,TRUE,28/03/2024 08:43,R_4F3B20uH2cBLPpi,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.141,0,Подтверждаю,64,Свердловская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",83,Отказ от ответа,Иногда,Совершенно согласны,NA,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Затрудняюсь ответить,NA,NA,Отказ от ответа,NA,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Отказ от ответа,Затрудняюсь ответить,Денег хватает только на самое необходимое ,Отказ от ответа,Отказ от ответа,380,Qual0196-1602Russia,655,NA,NA,FALSE,4vpzvhJ16TjRnowPATkCog,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,655,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:37,28/03/2024 08:43,IP Address,100,398,TRUE,28/03/2024 08:44,R_22EtU1uAHcxhmYo,anonymous,EN,1,NA,0,0,NA,0,0,1.575,0,Подтверждаю,67,Ивановская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,Высшее образование (магистратура),87,Да,Постоянно,Совершенно согласны,Телевидение,NA,Газеты и журналы (в т.ч. их электронные версии),NA,Радио,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,NA,Скорее контролирует политическую ситуацию,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",58,Qual0196-1602Russia,398,NA,NA,FALSE,1UMQMcAHWoxVX4LY5IoeVz,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,398,Man,65+,BA+,13863.25,104,0.0638036809815951,March Survey,1441778,0.012068469966449426,Census 2020,0.1891500581280054
28/03/2024 08:32,28/03/2024 08:44,IP Address,100,669,TRUE,28/03/2024 08:44,R_1mksyf6vuX6yfHh,anonymous,EN,1,NA,0,25,NA,0,0,1.172,0,Подтверждаю,60,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),87,Нет,Иногда,Скорее согласны,Телевидение,NA,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Не одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,NA,NA,Скорее контролирует политическую ситуацию,"Многие, но не большинство",Скорее не контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,3,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",84,Qual0196-1602Russia,669,NA,NA,FALSE,4kdXUiTDgHdoxHAyUJO1Oq,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,669,Man,55-64,BA+,18372.89285714286,84,0.051533742331288344,March Survey,1543323,0.012918457123101218,Census 2020,0.2506795846506546
28/03/2024 08:36,28/03/2024 08:44,IP Address,100,461,TRUE,28/03/2024 08:44,R_3MuF71Cw81Hx4oS,anonymous,EN,1,NA,0,0,NA,0,0,1.008,0,Подтверждаю,64,Саратовская область,В городе 250-500 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",77,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",NA,Полностью контролирует политическую ситуацию,NA,NA,Подавляющее большинство,Скорее не контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",102,Qual0196-1602Russia,461,NA,NA,FALSE,5P4juePY42rogoIuSthU3f,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,461,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:40,28/03/2024 08:44,IP Address,100,247,TRUE,28/03/2024 08:44,R_21KHC6sTmtwkAhf,anonymous,EN,1,NA,0,0,NA,0,0,1.557,0,Подтверждаю,55,Свердловская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),81,Да,Постоянно,Совершенно согласны,NA,Социальные сети и мессенджеры,NA,NA,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Затрудняюсь ответить,NA,Полностью контролирует политическую ситуацию,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Полностью не оправдано,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",200,Qual0196-1602Russia,247,NA,NA,FALSE,0M6YrimAVVpB2FsiQimJwL,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,247,Man,55-64,BA+,18372.89285714286,84,0.051533742331288344,March Survey,1543323,0.012918457123101218,Census 2020,0.2506795846506546
28/03/2024 08:39,28/03/2024 08:45,IP Address,100,340,TRUE,28/03/2024 08:45,R_2rGNwIrSkxUsThc,anonymous,EN,0.699999988,NA,0,0,NA,0,0,1.12,0,Подтверждаю,58,Алтайский край,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",74,Да,Постоянно,"В чем-то согласны, в чем-то нет",Телевидение,NA,Газеты и журналы (в т.ч. их электронные версии),NA,Радио,NA,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее контролирует политическую ситуацию,NA,NA,NA,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Полностью не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,Денег хватает только на самое необходимое ,"Стало значительно хуже, чем раньше",Практически ничего не изменилось,32,Qual0196-1602Russia,340,NA,NA,FALSE,7KLugnhH28DGDHvv0WiyXk,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,340,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
28/03/2024 08:40,28/03/2024 08:45,IP Address,100,322,TRUE,28/03/2024 08:45,R_7OC93obuCvvohol,anonymous,EN,1,NA,0,0,NA,0,0,1.011,0,Подтверждаю,56,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",83,Да,Очень редко,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Затрудняюсь ответить,NA,NA,NA,Скорее контролирует политическую ситуацию,Большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",181,Qual0196-1602Russia,322,NA,NA,FALSE,1pXIhl06SNpL4dh7FccUwJ,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,322,Woman,55-64,BA-,129106.54285714286,70,0.04294478527607362,March Survey,9037458,0.07564846352631827,Census 2020,1.7615285078271252
28/03/2024 08:39,28/03/2024 08:45,IP Address,100,389,TRUE,28/03/2024 08:45,R_8JvwDeKCS31xvZn,anonymous,EN,1,NA,0,0,NA,0,0,1.346,0,Подтверждаю,61,Забайкальский край,В городе 100-250 тыс. жителей,Мужской,Высшее образование (бакалавриат / специалитет),87,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,NA,NA,Полностью контролирует политическую ситуацию,Подавляющее большинство,Полностью контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Полностью не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",68,Qual0196-1602Russia,389,NA,NA,FALSE,3PpQLnVTGbEa08PSmHG39j,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,389,Man,55-64,BA+,18372.89285714286,84,0.051533742331288344,March Survey,1543323,0.012918457123101218,Census 2020,0.2506795846506546
28/03/2024 08:39,28/03/2024 08:45,IP Address,100,389,TRUE,28/03/2024 08:45,R_2PMK6vhc9nJZIkW,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.123,0,Подтверждаю,51,Москва,Москва,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",77,Нет,Постоянно,Скорее согласны,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Не одобряю,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",NA,NA,Вовсе не контролирует политическую ситуацию,NA,"Многие, но не большинство",Вовсе не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Невероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",75,Qual0196-1602Russia,389,NA,NA,FALSE,3irPV9PdBQ19Qefinyq7Av,5,0.75,1,NA,23476773,598,NA,anonymous,45-54,NA,389,Woman,45-54,BA-,137495.72222222222,54,0.033128834355828224,March Survey,7424769,0.062149375066289494,Census 2020,1.875990395519479
28/03/2024 08:34,28/03/2024 08:45,IP Address,100,684,TRUE,28/03/2024 08:45,R_2tFk6n31BEDJbpo,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.292,0,Подтверждаю,65,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),70,Нет,Постоянно,Скорее согласны,Телевидение,NA,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Затрудняюсь ответить,"Подчиняться закону во всех случаях, без исключений",NA,Скорее контролирует политическую ситуацию,NA,NA,"Многие, но не большинство",Скорее не контролирует элиты,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,2,Маловероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна",Практически ничего не изменилось,"Стало немного хуже, чем раньше",177,Qual0196-1602Russia,684,NA,NA,FALSE,7hB6vT6x80TfXkn1u2LouY,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,684,Man,65+,BA+,13863.25,104,0.0638036809815951,March Survey,1441778,0.012068469966449426,Census 2020,0.1891500581280054
28/03/2024 08:39,28/03/2024 08:46,IP Address,100,378,TRUE,28/03/2024 08:46,R_2fxFeLWduvrvV4A,anonymous,EN,0.899999976,NA,0,0,NA,0,0,1.581,0,Подтверждаю,56,Чеченская Республика,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",76,Да,Постоянно,Совершенно согласны,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,"Подчиняться закону во всех случаях, без исключений",Полностью контролирует политическую ситуацию,NA,NA,NA,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Очень вероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно лучше, чем раньше",119,Qual0196-1602Russia,378,NA,NA,FALSE,2ILSjL9oM3snRFRDwQFBMh,5,0.75,1,NA,23476773,598,NA,anonymous,55+,NA,378,Man,55-64,BA-,81262.92307692308,91,0.0558282208588957,March Survey,7394926,0.061899572843472424,Census 2020,1.1087505904929678
