RecordedDate,ResponseId,Duration,age,age_group,region,region_group,locality,gender,education,nationality,trust_president_Q7_1,trust_gov_Q7_2,putin_approve_Q8,president_candidate_Q9,street_action_Q10,law_Q11,protest_authorization_Q12_1,protest_arrest_participants_Q12_2,protest_arrest_organizers_Q12_3,media_foreign_websites_Q13_1,media_surveilliance_Q13_2,media_foreign_agents_Q13_3,navalny_Q14,citizen_proud_Q15,protest_participate_authorized_Q16_1,protest_participate_unauthorized_Q16_2,follow_politics_Q17,information_source_Q18,tv_channels_Q19,tv_channels_grouped_Q19,trust_regional_federal_Q20,list_experiment_control_Q21_v1,list_experiment_treatment_Q21_v2,group_experiment_v1_admin,group_experiment_v1_protesters,group_experiment_v1_police,group_experiment_v2_admin,group_experiment_v2_protesters,group_experiment_v2_police,group_experiment_v3_admin,group_experiment_v3_protesters,group_experiment_v3_police,group_experiment_v4_admin,group_experiment_v4_protesters,group_experiment_v4_police,group_experiment_v5_admin,group_experiment_v5_protesters,group_experiment_v5_police,group_experiment_v6_admin,group_experiment_v6_protesters,group_experiment_v6_police,group_experiment_v7_admin,group_experiment_v7_protesters,group_experiment_v7_police,group_experiment_v8_admin,group_experiment_v8_protesters,group_experiment_v8_police,protest_attitude_Q23,family_finance_today_Q24,russian_economy_Q25,personal_wealth_Q26,trust_others_Q27
2023-07-31 10:47:14,R_3MRUN1VpRj889lr,374,27,25-34,Нижегородская область,Other,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,РБК ,Первый канал ,РЕН ТВ ,НТВ ,Телеканал Звезда ,Пятый канал ,ОТР ,ТВ Центр  ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,Региональным,1,NA,NA,NA,NA,"Определенно, не одобряю","Скорее, одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны
2023-07-31 10:47:16,R_20OqOJ10vHZnorE,753,44,35-44,Калининградская область,Other,no_answer,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,no_answer,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,НТВ",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,Денег хватает только на самое необходимое ,Практически ничего не изменилось,Практически ничего не изменилось,no_answer
2023-07-31 10:47:16,R_2xEPrV9PSFHiQyQ,396,60,55-64,Нижегородская область,Other,В городе 250-500 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Полностью не оправдано,Полностью не оправдано,Совершенно оправданно,Не одобряю,Совершенно согласны,no_answer,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,Федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Определенно, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны
2023-07-31 10:47:18,R_2tuueWTD7u5YfM0,575,37,35-44,Москва,Moscow/St Petersburg,Москва,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Азербайджанцы,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее не оправдано,Скорее оправданно,Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Не слышали о таком,Не слышали от таком/не знаете такого,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Не слежу,Социальные сети и мессенджеры,Россия 1/Россия 24,Other,Региональным,NA,2,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю","Определенно, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",Совершенно не согласны
2023-07-31 10:47:21,R_1o0CzNkIV34xlJD,252,35,35-44,Ростовская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,4,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Скорее согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,В равной степени региональным и федеральным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,no_answer,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны
2023-07-31 10:47:32,R_3O3mDdylNnhkjGR,436,36,35-44,Челябинская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Совершенно оправданно,Скорее не оправдано,Скорее оправданно,Скорее не оправдано,Не одобряю,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),no_answer,Иногда,Социальные сети и мессенджеры,"Россия 1/Россия 24 ,РБК ,Первый канал",Watches Channel 1,Скорее региональным,NA,2,"Скорее, одобряю","Определенно, одобряю","Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше","Стало немного лучше, чем раньше",Скорее не согласны
2023-07-31 10:47:32,R_YSIfXx4VpP9hPKF,435,51,45-54,Тюменская область,Other,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (магистратура),Русские,Совсем не доверяют,Совсем не доверяют,Одобряю,Не стал бы участвовать в выборах,"5
влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,Телеканал Дождь ,ТНТ ,СТС",Watches both Channel 1 and TV Rain,Региональным,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю","Определенно, одобряю","Определенно, не одобряю",NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие",Денег хватает только на самое необходимое ,"Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",Скорее не согласны
2023-07-31 10:47:32,R_1IhidM4wPO8C2j7,505,45,45-54,Ростовская область,Other,В городе 100-250 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее не оправдано,Скорее не оправдано,Скорее оправданно,Скорее оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,"РБК ,НТВ ,СТС",Other,no_answer,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",no_answer
2023-07-31 10:47:32,R_1rDFLjbvTeBeJsG,287,53,45-54,Москва,Moscow/St Petersburg,Москва,Женский,Высшее образование (магистратура),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,4,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Первый канал ,НТВ ,Телеканал Звезда ,Евроньюс",Watches Channel 1,Исключительно федеральным,NA,4,NA,NA,NA,"Определенно, не одобряю","Определенно, одобряю","Определенно, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно лучше, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны
2023-07-31 10:47:33,R_1gvlwyJ3rZU7e66,505,51,45-54,Ульяновская область,Other,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,3,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,РЕН ТВ,Other,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",no_answer
2023-07-31 10:47:35,R_yt3e9fhzlBSLcOJ,738,43,35-44,Пермский край,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Не стал бы участвовать в выборах,"1
не влияют на ситуацию в стране","В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",no_answer,no_answer,no_answer,no_answer,no_answer,no_answer,Не одобряю,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Интернет-ресурсы,"РЕН ТВ ,ТВ-3 ,СТС",Other,В равной степени региональным и федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",Скорее не согласны
2023-07-31 10:47:35,R_33126whyeracOqu,668,42,35-44,Московская область,Other,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Не одобряю,Алексей Навальный,no_answer,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не оправдано,Полностью не оправдано,Скорее не оправдано,Полностью не оправдано,no_answer,Полностью не оправдано,Одобряю,no_answer,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Социальные сети и мессенджеры,Телеканал Дождь,Watches TV Rain,Скорее региональным,NA,1,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю","Определенно, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Совершенно не согласны
2023-07-31 10:47:36,R_1LiEOlcXgDObGdq,730,57,55-64,Новосибирская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Незаконченное высшее (не менее трех курсов вуза),Русские,Совсем не доверяют,Совсем не доверяют,Не одобряю,Не стал бы участвовать в выборах,"1
не влияют на ситуацию в стране",no_answer,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,Скорее не согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,"Евроньюс ,СТС",Other,no_answer,0,NA,"Скорее, одобряю","Скорее, одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,Скорее согласны
2023-07-31 10:47:38,R_3qe5UCIGE287ND2,698,49,45-54,Санкт-Петербург,Moscow/St Petersburg,Санкт-Петербург,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Русские,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",no_answer,Григорий Явлинский,4,"Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Социальные сети и мессенджеры,"Россия 1/Россия 24 ,НТВ ,Телеканал Дождь",Watches TV Rain,no_answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Определенно, не одобряю","Скорее, не одобряю","Определенно, одобряю",NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",Скорее не согласны
2023-07-31 10:47:40,R_A7dUOOsLG7b0Rsl,554,41,35-44,Воронежская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),Русские,Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Не слышали о таком,no_answer,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Иногда,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Пятый канал ,ТНТ ,СТС",Watches Channel 1,В равной степени региональным и федеральным,NA,4,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",Скорее согласны
2023-07-31 10:47:40,R_RtBgNZHhB04mRqh,305,36,35-44,Чувашская Республика - Чувашия,Other,В городе 500 тыс.-1 млн. жителей,Женский,Высшее образование (бакалавриат / специалитет),Чуваши,"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Полностью не оправдано,Полностью не оправдано,Скорее оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,no_answer,Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),no_answer,Очень редко,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал",Watches Channel 1,В равной степени региональным и федеральным,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,Не поддерживаете,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,Скорее не согласны
2023-07-31 10:47:44,R_1d4E558KRyB9R54,478,43,35-44,Краснодарский край,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,no_answer,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,no_answer,Скорее оправданно,no_answer,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Очень редко,Телевидение,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,ТНТ ,ТВ-3 ,СТС",Watches Channel 1,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,В настоящее время Вы можете практически ни в чем себе не отказывать,Практически ничего не изменилось,Практически ничего не изменилось,no_answer
2023-07-31 10:47:46,R_9BO1LXSJp3x9mJr,810,46,45-54,Москва,Moscow/St Petersburg,Москва,Мужской,Высшее образование (бакалавриат / специалитет),Русские,Скорее доверяют,Скорее доверяют,Одобряю,no_answer,2,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно оправданно,Скорее оправданно,Совершенно оправданно,Скорее оправданно,Скорее оправданно,Скорее оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,"Россия 1/Россия 24 ,РБК ,Первый канал ,Телеканал Звезда ,Russia Today ,Евроньюс ,ТНТ ,СТС",Watches Channel 1,Скорее региональным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного хуже, чем раньше",Скорее согласны
2023-07-31 10:47:50,R_z0yWETH3uomIr0l,900,42,35-44,Свердловская область,Other,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),Удмурты,Совсем не доверяют,Совсем не доверяют,Не одобряю,Алексей Навальный,3,no_answer,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Одобряю,Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,Ничего из перечисленного,Other,Региональным,NA,2,NA,NA,NA,NA,NA,NA,"Определенно, одобряю","Определенно, одобряю","Определенно, одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Поддерживаете, и готовы принять участие","Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше",Практически ничего не изменилось,Скорее согласны
2023-07-31 10:47:54,R_2Sxy6PR4p8Is43A,312,52,45-54,Воронежская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),Русские,Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,"Россия 1/Россия 24 ,Первый канал ,НТВ ,Телеканал Звезда ,СТС",Watches Channel 1,В равной степени региональным и федеральным,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,"Определенно, не одобряю","Определенно, одобряю",Не поддерживаете,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,no_answer
2023-07-31 10:47:56,R_1INwoTGwuLKn5PP,377,37,35-44,Свердловская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Русские,Совсем не доверяют,Совсем не доверяют,Не одобряю,Опустили бы недействительный бюллетень / испортили или унесли бюллетень,4,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее оправданно,Скорее оправданно,Скорее оправданно,Полностью не оправдано,Скорее оправданно,Полностью не оправдано,Одобряю,"В чем-то согласны, в чем-то нет","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",no_answer,Постоянно,Интернет-ресурсы,"Россия 1/Россия 24 ,Первый канал ,РЕН ТВ ,НТВ ,ТНТ",Watches Channel 1,В равной степени региональным и федеральным,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, не одобряю","Скорее, не одобряю","Скорее, одобряю","Поддерживаете, но не готовы принять участие","Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало немного хуже, чем раньше",Скорее не согласны
2023-07-31 10:47:57,R_1QblX6Tchdsmlu8,386,36,35-44,Челябинская область,Other,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (бакалавриат / специалитет),Русские,Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,2,"Подчиняться закону во всех случаях, без исключений",Скорее оправданно,Скорее оправданно,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Не одобряю,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,Россия 1/Россия 24,Other,В равной степени региональным и федеральным,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Скорее, одобряю","Скорее, не одобряю","Скорее, не одобряю",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Не поддерживаете,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше",Практически ничего не изменилось,Скорее не согласны
2023-07-31 10:48:03,R_2P0aZr7v6quLUS2,209,56,55-64,Ярославская область,Other,В городе 500 тыс.-1 млн. жителей,Мужской,Незаконченное высшее (не менее трех курсов вуза),Русские,no_answer,Скорее не доверяют,no_answer,Павел Грудинин,"1
не влияют на ситуацию в стране","Подчиняться закону во всех случаях, без исключений",no_answer,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,Полностью не оправдано,no_answer,no_answer,no_answer,no_answer,Иногда,Социальные сети и мессенджеры,"Россия 1/Россия 24 ,РБК ,Первый канал",Watches Channel 1,no_answer,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_answer,no_answer,no_answer,NA,NA,NA,NA,NA,NA,no_answer,Денег хватает только на самое необходимое ,no_answer,"Стало значительно хуже, чем раньше",no_answer
