StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1 ,Q1,Q2,Q3,Q4,Q5,Q6_1,Q7,Q8,Q9_1,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q11,Q12,DV1A,DV1B,DV1C,DV1D,DV2,DV3,Q16_1,Q16_2,Q16_3,Q17_1,Q17_2,Q18_1,Q18_2,Q18_3,Q19,Q20_1,Q21,Q22,Q23,SC0,opp,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,age,LS,ClientDuration
28/03/2024 09:01,28/03/2024 09:07,IP Address,100,388,True,28/03/2024 09:07,R_1nWq9JDppmVLr8d,anonymous,EN,0.899999976,,0,0,,0,0,1.52,0,Подтверждаю,61,Республика Татарстан (Татарстан),В городе 100-250 тыс. жителей,Мужской ,Высшее образование (бакалавриат / специалитет),86,Затрудняюсь ответить,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Затрудняюсь ответить,Полностью соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало значительно лучше, чем раньше ","Стало значительно лучше, чем раньше ",104,Qual0196-1602Russia,388,,,F,4DsHcqkKbXA9OiQzXSaq2C,5,.75,1,,23476773,598,,anonymous,55+,,388
28/03/2024 08:55,28/03/2024 09:08,IP Address,100,764,True,28/03/2024 09:08,R_2DMCMY9svGZzjD3,anonymous,EN,0.899999976,,0,0,,0,0,1.121,0,Подтверждаю,62,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской ,"Законченное среднее образование (школа, лицей, гимназия)",87,Затрудняюсь ответить,Очень редко ,Совершенно согласны,Телевидение ,,,,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,,Полностью контролирует политическую ситуацию ,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее не соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,2,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",80,Qual0196-1602Russia,764,,,F,2d6fsYfbL67tRlIiEzlfuP,5,.75,1,,23476773,598,,anonymous,55+,,764
28/03/2024 09:03,28/03/2024 09:08,IP Address,100,341,True,28/03/2024 09:08,R_8YtSRileSlirahf,anonymous,EN,0.899999976,,0,0,,0,0,1.123,0,Подтверждаю,57,Московская область,В городе 100-250 тыс. жителей,Мужской ,Незаконченное высшее (не менее трех курсов вуза),75,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Скорее контролирует политическую ситуацию,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,3,Вполне вероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",84,Qual0196-1602Russia,341,,,F,3nCCRSnZ0sFUX2PNRRACt4,5,.75,1,,23476773,598,,anonymous,55+,,341
28/03/2024 09:03,28/03/2024 09:09,IP Address,100,372,True,28/03/2024 09:09,R_4whTjVhrZzreNe8,anonymous,EN,1,,0,0,,0,0,1.015,0,Подтверждаю,60,Челябинская область,В городе 500 тыс.-1 млн. жителей,Мужской ,Высшее образование (бакалавриат / специалитет),84,Нет,Постоянно ,Скорее согласны ,,,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,2,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного хуже, чем раньше ","Стало немного хуже, чем раньше ",112,Qual0196-1602Russia,372,,,F,4wrsBy1vBNOCXs4oyQ8P8s,5,.75,1,,23476773,598,,anonymous,55+,,372
28/03/2024 09:01,28/03/2024 09:09,IP Address,100,496,True,28/03/2024 09:09,R_3sceOnum9fopHfr,anonymous,EN,0.899999976,,0,20,,0,0,1.042,0,Подтверждаю,60,Ульяновская область,В городе 500 тыс.-1 млн. жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",84,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Полностью контролирует политическую ситуацию ,,,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,4,Маловероятна,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна ",Практически ничего не изменилось ,Практически ничего не изменилось ,112,Qual0196-1602Russia,496,,,F,46BLBzSc4Judst9bs4zQtO,5,.75,1,,23476773,598,,anonymous,55+,,496
28/03/2024 09:03,28/03/2024 09:09,IP Address,100,336,True,28/03/2024 09:09,R_4IeXHKUGOAthHDr,anonymous,EN,1,,0,25,,0,0,1.11,0,Подтверждаю,60,Республика Саха (Якутия),В городе 250-500 тыс. жителей,Мужской ,"Научная степень (кандидат, доктор наук)",77,Нет,Иногда ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,Скорее контролирует политическую ситуацию,,,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Отказ от ответа,Отказ от ответа,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,4,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного хуже, чем раньше ",Практически ничего не изменилось ,104,Qual0196-1602Russia,336,,,F,48KRmGx4wA70PxF68cadQT,5,.75,1,,23476773,598,,anonymous,55+,,336
28/03/2024 09:04,28/03/2024 09:09,IP Address,100,283,True,28/03/2024 09:09,R_8GOKWmjoU0zdeZa,anonymous,EN,0.899999976,,0,0,,0,0,1.1,0,Подтверждаю,64,Московская область,В городе 250-500 тыс. жителей,Мужской ,Высшее образование (магистратура),77,Нет,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Скорее контролирует политическую ситуацию,,Большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного хуже, чем раньше ","Стало немного хуже, чем раньше ",89,Qual0196-1602Russia,283,,,F,1FQh5F4Hv4Ti0LzkFGKEvL,5,.75,1,,23476773,598,,anonymous,55+,,283
28/03/2024 08:59,28/03/2024 09:09,IP Address,100,592,True,28/03/2024 09:09,R_4Wv8B12XOsuvKRJ,anonymous,EN,,,0,0,,0,0,1.269,0,Подтверждаю,45,Курская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,Высшее образование (бакалавриат / специалитет),78,Да,Постоянно ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Полностью контролирует политическую ситуацию ,,,Большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Невероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ",Практически ничего не изменилось ,"Стало значительно лучше, чем раньше ",74,Qual0196-1602Russia,592,,,F,5e84heuOUpVrjkK8V9nXpc,5,.75,1,,23476773,598,,anonymous,45-54,,592
28/03/2024 09:00,28/03/2024 09:09,IP Address,100,570,True,28/03/2024 09:09,R_2aZWUDZPQbMK9YB,anonymous,EN,1,,0,0,,0,0,1.297,0,Подтверждаю,60,Новосибирская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",,Затрудняюсь ответить,Очень редко ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Затрудняюсь ответить  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",Скорее не контролирует политическую ситуацию,,,,"Многие, но не большинство",Вовсе не контролирует элиты,Скорее не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Невероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного хуже, чем раньше ",Затрудняюсь ответить,271,Qual0196-1602Russia,570,,,F,3bRrGnUNhi2m7cNtp4Demq,5,.75,1,,23476773,598,,anonymous,55+,,570
28/03/2024 08:59,28/03/2024 09:09,IP Address,100,612,True,28/03/2024 09:09,R_2LGXT6VElF0b4mE,anonymous,EN,1,,0,0,,0,0,1.155,0,Подтверждаю,56,Удмуртская Республика,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",87,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,Полностью контролирует политическую ситуацию ,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Полностью не оправдано,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Полностью не оправдано,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ","Стало значительно лучше, чем раньше ",110,Qual0196-1602Russia,612,,,F,0pj50awtCAguf47K5cPFl7,5,.75,1,,23476773,598,,anonymous,55+,,612
28/03/2024 09:05,28/03/2024 09:09,IP Address,100,290,True,28/03/2024 09:09,R_2rDklZSkgP2cxkZ,anonymous,EN,1,,0,20,,0,0,1.082,0,Подтверждаю,65,Санкт-Петербург,Санкт-Петербург,Мужской ,Высшее образование (бакалавриат / специалитет),87,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Полностью контролирует политическую ситуацию ,,Большинство,Полностью контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Очень вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",102,Qual0196-1602Russia,290,,,F,2qQN2id6vHng73Hz0ox2ci,5,.75,1,,23476773,598,,anonymous,55+,,290
28/03/2024 08:58,28/03/2024 09:10,IP Address,100,691,True,28/03/2024 09:10,R_2VugIPUsQYhTbep,anonymous,EN,1,,0,0,,0,0,5.704,0,Подтверждаю,71,Кемеровская область,В городе 500 тыс.-1 млн. жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",78,Нет,Постоянно ,Совершенно согласны,,,,Интернет-ресурсы ,,,,,,Отказ от ответа ,"Подчиняться закону во всех случаях, без исключений ",,Скорее контролирует политическую ситуацию,,,Затрудняюсь ответить,Полностью контролирует элиты,Отказ от ответа,Полностью не соблюдаются,Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,Отказ от ответа,Отказ от ответа,Отказ от ответа,1 Голосование не влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного хуже, чем раньше ",Затрудняюсь ответить,249,Qual0196-1602Russia,691,,,F,69ebzFmmtaT9VHKLkVQHZO,5,.75,1,,23476773,598,,anonymous,55+,,691
28/03/2024 09:03,28/03/2024 09:10,IP Address,100,449,True,28/03/2024 09:10,R_1awKGp7ABFfMbYZ,anonymous,EN,0.899999976,,0,0,,0,0,1.132,0,Подтверждаю,63,Москва,Москва,Мужской ,Высшее образование (бакалавриат / специалитет),87,Да,Постоянно ,Совершенно согласны,Телевидение ,,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ","Стало значительно лучше, чем раньше ",84,Qual0196-1602Russia,449,,,F,3eeyRKbkhLYMW0PclCwWIK,5,.75,1,,23476773,598,,anonymous,55+,,449
28/03/2024 09:05,28/03/2024 09:10,IP Address,100,336,True,28/03/2024 09:10,R_6aJ0ulTMw2lsCCD,anonymous,EN,0.899999976,,0,0,,0,0,3.019,0,Подтверждаю,60,Курская область,В городе 100-250 тыс. жителей,Женский,Высшее образование (магистратура),82,Да,Иногда ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Скорее контролирует политическую ситуацию,,,Подавляющее большинство,Вовсе не контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Невероятна,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности ","Стало значительно хуже, чем раньше ","Стало немного хуже, чем раньше ",77,Qual0196-1602Russia,336,,,F,6QlDhPLhKIW8hJbimXKEnq,5,.75,1,,23476773,598,,anonymous,55+,,336
28/03/2024 09:07,28/03/2024 09:11,IP Address,100,253,True,28/03/2024 09:11,R_2EFVGTQuI2s1hIp,anonymous,EN,1,,0,0,,0,0,1.313,0,Подтверждаю,58,Курская область,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",,Да,Иногда ,"В чем-то согласны, в чем-то нет ",Телевидение ,,,,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Затрудняюсь ответить,,,Большинство,Затрудняюсь ответить,Полностью соблюдаются,Скорее не соблюдаются,Скорее соблюдаются,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Вполне вероятна,Денег хватает только на самое необходимое  ,"Стало значительно хуже, чем раньше ","Стало немного хуже, чем раньше ",64,Qual0196-1602Russia,253,,,F,4YytpwH63C5UlBfrx25sox,5,.75,1,,23476773,598,,anonymous,55+,,253
28/03/2024 09:03,28/03/2024 09:12,IP Address,100,518,True,28/03/2024 09:12,R_6zkJaUqyDXq4PAO,anonymous,EN,0.899999976,,0,0,,0,0,1.484,0,Подтверждаю,62,Ханты-Мансийский автономный округ – Югра,В городе 250-500 тыс. жителей,Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",75,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,,Полностью контролирует политическую ситуацию ,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Полностью не оправдано,Полностью не оправдано,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,4,Невероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ",Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",114,Qual0196-1602Russia,518,,,F,2lO09kgXT8ZNARtsI9cAzG,5,.75,1,,23476773,598,,anonymous,55+,,518
28/03/2024 09:05,28/03/2024 09:12,IP Address,100,450,True,28/03/2024 09:12,R_4avqEBZnC5BiBZ7,anonymous,EN,1,,0,0,,0,0,1.861,0,Подтверждаю,57,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Незаконченное высшее (не менее трех курсов вуза),86,Нет,Иногда ,Совершенно не согласны ,,,,Интернет-ресурсы ,,,,,,Затрудняюсь ответить  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,,Затрудняюсь ответить,Незначительное меньшинство,Вовсе не контролирует элиты,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не соблюдаются,Полностью не оправдано,Полностью не оправдано,Скорее не оправдано,Полностью не оправдано,Полностью не оправдано,1 Голосование не влияет на ситуацию в стране,Очень вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ",Практически ничего не изменилось ,Практически ничего не изменилось ,176,Qual0196-1602Russia,450,,,F,2snrPB2UoenBnTugHMO6rU,5,.75,1,,23476773,598,,anonymous,55+,,450
28/03/2024 09:02,28/03/2024 09:13,IP Address,100,634,True,28/03/2024 09:13,R_3Ilbop2646CDWhj,anonymous,EN,0.899999976,,0,0,,0,0,1.121,0,Подтверждаю,70,Тюменская область,В городе 100-250 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",75,Нет,Постоянно ,Совершенно согласны,Телевидение ,,,,Радио ,,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Маловероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного лучше, чем раньше ",Затрудняюсь ответить,202,Qual0196-1602Russia,634,,,F,3Qo4ommo95igniggv8eln9,5,.75,1,,23476773,598,,anonymous,55+,,634
28/03/2024 09:09,28/03/2024 09:13,IP Address,100,272,True,28/03/2024 09:13,R_2qDkm1EgsYvDegS,anonymous,EN,1,,0,0,,0,0,1.116,0,Подтверждаю,55,Москва,Москва,Женский,"Законченное среднее образование (школа, лицей, гимназия)",85,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,Газеты и журналы (в т.ч. их электронные версии) ,Интернет-ресурсы ,Радио ,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона ",,,,Полностью контролирует политическую ситуацию ,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно оправданно,Затрудняюсь ответить,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ",Практически ничего не изменилось ,Практически ничего не изменилось ,92,Qual0196-1602Russia,272,,,F,3fqkhzKnHl2lWOKDWY38r3,5,.75,1,,23476773,598,,anonymous,55+,,272
28/03/2024 09:09,28/03/2024 09:14,IP Address,100,262,True,28/03/2024 09:14,R_1KkdudhYmL97h08,anonymous,EN,1,,0,0,,0,0,1.149,0,Подтверждаю,63,Оренбургская область,В городе 250-500 тыс. жителей,Женский,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",79,Нет,Не слежу  ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,,,,,,Отказ от ответа ,"Подчиняться закону во всех случаях, без исключений ",,,Скорее контролирует политическую ситуацию,,"Многие, но не большинство",Полностью контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее соблюдаются,Скорее не оправдано,Скорее не оправдано,Совершенно оправданно,Скорее не оправдано,Скорее не оправдано,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало значительно лучше, чем раньше ","Стало немного хуже, чем раньше ",184,Qual0196-1602Russia,262,,,F,4QRAqMTYgyjLZtOMbyNvCS,5,.75,1,,23476773,598,,anonymous,55+,,262
28/03/2024 09:08,28/03/2024 09:14,IP Address,100,337,True,28/03/2024 09:14,R_2amlgYlMt6BHSeA,anonymous,EN,1,,0,0,,0,0,1.029,0,Подтверждаю,61,Смоленская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской ,Высшее образование (бакалавриат / специалитет),76,Да,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Скорее контролирует политическую ситуацию,,Подавляющее большинство,Скорее контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Скорее не оправдано,Совершенно оправданно,4,Маловероятна,Денег хватает только на самое необходимое  ,Практически ничего не изменилось ,"Стало немного лучше, чем раньше ",104,Qual0196-1602Russia,337,,,F,6PPkKrNlan3CTfPxtTQmM0,5,.75,1,,23476773,598,,anonymous,55+,,337
28/03/2024 09:10,28/03/2024 09:15,IP Address,100,310,True,28/03/2024 09:15,R_8ncm09w15YfJwwz,anonymous,EN,1,,,,,0,0,1.666,0,Подтверждаю,56,Москва,В городе 250-500 тыс. жителей,Женский,Высшее образование (бакалавриат / специалитет),74,Затрудняюсь ответить,Очень редко ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,Радио ,,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",Скорее контролирует политическую ситуацию,,,,Большинство,Скорее контролирует элиты,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Совершенно оправданно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5 Голосование влияет на ситуацию в стране,Вполне вероятна,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит ","Стало немного хуже, чем раньше ","Стало немного хуже, чем раньше ",82,Qual0196-1602Russia,310,,,F,5xOnDTMYhvrWrndhA377SV,5,.75,1,,23476773,598,,anonymous,55+,,310
28/03/2024 09:11,28/03/2024 09:16,IP Address,100,310,True,28/03/2024 09:16,R_6Cwg8TyJRln4t4d,anonymous,EN,1,,0,0,,0,0,1.341,0,Подтверждаю,57,Ростовская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской ,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",82,Нет,Постоянно ,Совершенно согласны,Телевидение ,Социальные сети и мессенджеры ,,Интернет-ресурсы ,,,,,,Не одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,,Скорее контролирует политическую ситуацию,,Подавляющее большинство,Скорее контролирует элиты,Скорее соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не оправдано,Скорее не оправдано,Полностью не оправдано,Затрудняюсь ответить,Скорее не оправдано,2,Вполне вероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ",Практически ничего не изменилось ,94,Qual0196-1602Russia,310,,,F,4Qn55iJWDVFoCf9vMMKbaQ,5,.75,1,,23476773,598,,anonymous,55+,,310
28/03/2024 09:11,28/03/2024 09:16,IP Address,100,302,True,28/03/2024 09:16,R_5eEr0pXeVjUrXlS,anonymous,EN,1,,0,0,,0,0,1.482,0,Подтверждаю,59,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской ,Высшее образование (бакалавриат / специалитет),88,Да,Постоянно ,Совершенно согласны,Телевидение ,,,Интернет-ресурсы ,,Узнаю новости от родственников и знакомых ,,,,Одобряю  ,"Подчиняться закону во всех случаях, без исключений ",,Полностью контролирует политическую ситуацию ,,,Подавляющее большинство,Полностью контролирует элиты,Полностью соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,Совершенно оправданно,5 Голосование влияет на ситуацию в стране,Маловероятна,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна ","Стало немного лучше, чем раньше ","Стало немного лучше, чем раньше ",90,Qual0196-1602Russia,302,,,F,1htJsmGmspBliMBx1P2voQ,5,.75,1,,23476773,598,,anonymous,55+,,302
